CustomerID,Age,Annual_Income,Spending_Score,Gender
2116,31,24794,17,Male
2117,28,41117,43,Male
2118,35,76111,95,Male
2119,29,63669,68,Female
2120,40,60896,4,Male
2121,29,85277,8,Male
2122,30,39800,42,Female
2123,42,45425,49,Male
2124,62,43069,6,Male
2125,68,19741,73,Male
2126,36,62656,42,Female
2127,63,49542,72,Female
2128,53,45341,32,Male
2129,62,41731,15,Female
2130,25,59645,82,Male
2131,46,44029,87,Male
2132,49,64431,69,Female
2133,68,69183,27,Male
2134,61,54108,97,Female
2135,35,52750,66,Female
2136,23,63709,59,Male
2137,35,59423,28,Male
2138,36,86603,24,Female
2139,39,66365,51,Female
2140,54,81911,21,Male
2141,49,72210,31,Female
2142,58,33631,75,Male
2143,20,48834,50,Male
2144,45,59038,92,Female
2145,27,77368,40,Male
2146,68,98556,68,Female
2147,52,50317,16,Male
2148,46,61105,76,Male
2149,32,75998,86,Male
2150,50,58843,99,Male
2151,24,92881,63,Male
2152,29,33044,56,Male
2153,66,73560,80,Female
2154,47,73364,24,Female
2155,38,83040,99,Male
2156,48,61241,28,Female
2157,41,77830,93,Female
2158,37,55017,85,Female
2159,54,43972,89,Female
2160,21,41055,31,Female
2161,45,31171,15,Male
2162,61,51172,42,Male
2163,37,66229,99,Male
2164,41,55837,50,Male
2165,67,63959,86,Male
2166,66,84697,5,Female
2167,68,49650,48,Female
2168,49,106805,13,Male
2169,58,75104,32,Male
2170,53,56061,67,Female
2171,51,55607,79,Male
2172,53,39837,91,Male
2173,19,59485,91,Female
2174,32,16768,30,Male
2175,51,85115,6,Male
2176,53,15000,25,Male
2177,23,60835,28,Male
2178,56,37120,62,Male
2179,59,45976,22,Female
2180,68,48556,68,Male
2181,68,98512,15,Male
2182,29,37934,26,Female
2183,20,78285,63,Male
2184,62,83208,18,Male
2185,35,15000,73,Female
2186,57,47692,63,Female
2187,38,89689,62,Female
2188,32,33704,68,Female
2189,50,83965,48,Female
2190,52,59642,50,Male
2191,43,58778,63,Female
2192,25,61389,69,Female
2193,53,66851,6,Female
2194,65,40887,58,Female
2195,47,54791,51,Male
2196,40,67411,12,Female
2197,59,63537,95,Male
2198,61,66984,47,Male
2199,31,45626,9,Female
2200,31,72645,7,Male
2201,19,62529,29,Male
2202,54,28385,78,Male
2203,22,49372,51,Female
2204,55,42089,84,Female
2205,62,41832,55,Male
2206,58,50470,96,Female
2207,64,72269,59,Female
2208,31,47464,56,Female
2209,56,64501,22,Male
2210,42,61223,100,Female
2211,37,44418,18,Female
2212,19,53103,58,Male
2213,56,77296,40,Female
2214,23,62996,89,Male
2215,34,70976,31,Female
2216,42,85449,56,Female
2217,45,68698,35,Female
2218,19,21586,26,Female
2219,52,65411,68,Male
2220,54,47637,84,Female
2221,22,96206,34,Male
2222,18,67985,76,Male
2223,57,48051,16,Female
2224,29,71330,42,Female
2225,53,61815,5,Female
2226,62,25640,61,Female
2227,40,77261,44,Female
2228,64,51889,35,Female
2229,48,88412,91,Female
2230,28,57511,1,Female
2231,27,88785,98,Female
2232,20,68497,43,Male
2233,31,79482,32,Female
2234,33,50163,63,Female
2235,27,67060,33,Male
2236,46,25475,95,Female
2237,27,57459,77,Female
2238,29,30309,66,Male
2239,47,37140,30,Female
2240,58,42183,10,Male
2241,18,73208,23,Female
2242,22,57052,97,Female
2243,37,60628,39,Female
2244,25,56508,45,Male
2245,60,81614,29,Male
2246,29,60080,30,Male
2247,18,64976,34,Male
2248,37,48594,52,Female
2249,45,82988,81,Male
2250,60,84487,22,Female
2251,54,59262,5,Female
2252,64,48314,11,Female
2253,54,27680,86,Female
2254,29,42628,32,Female
2255,54,16658,24,Male
2256,66,41787,11,Female
2257,66,67139,11,Female
2258,61,58992,17,Male
2259,45,106465,32,Female
2260,64,52578,83,Male
2261,32,51017,27,Female
2262,23,81255,32,Male
2263,61,21461,61,Female
2264,37,30364,25,Female
2265,67,73276,64,Male
2266,31,56091,64,Female
2267,19,56550,28,Female
2268,26,41256,40,Male
2269,54,64795,91,Male
2270,37,43839,14,Female
2271,43,61454,42,Male
2272,46,36830,39,Female
2273,18,56352,2,Male
2274,52,100497,81,Male
2275,23,51501,1,Male
2276,54,57364,32,Female
2277,22,55949,83,Female
2278,50,63490,64,Female
2279,66,69363,78,Male
2280,68,65144,31,Female
2281,31,65586,58,Female
2282,29,56383,82,Male
2283,59,62005,78,Male
2284,37,55720,14,Female
2285,67,23752,88,Female
2286,41,112612,69,Female
2287,60,74563,16,Female
2288,51,40413,69,Female
2289,42,64601,54,Male
2290,67,33077,13,Female
2291,46,50115,80,Female
2292,56,30360,79,Female
2293,48,58976,31,Male
2294,64,28372,69,Male
2295,60,67768,21,Female
2296,67,73644,30,Female
2297,40,43460,23,Female
2298,61,63217,38,Female
2299,55,42400,29,Male
2300,37,70234,77,Female
2301,40,46227,32,Female
2302,62,75779,62,Female
2303,69,23768,91,Male
2304,33,39900,98,Male
2305,67,37823,45,Male
2306,59,64067,49,Male
2307,25,71101,33,Male
2308,67,65612,4,Female
2309,38,49820,18,Male
2310,18,15000,70,Female
2311,25,60774,64,Female
2312,46,75760,28,Female
2313,49,113610,58,Male
2314,55,51512,91,Male
2315,22,46693,90,Male
2316,64,66405,56,Female
2317,39,54876,20,Female
2318,64,85507,77,Male
2319,51,43836,92,Male
2320,18,55023,34,Male
2321,43,77524,87,Female
2322,60,66167,10,Female
2323,27,83224,94,Male
2324,47,51268,22,Female
2325,67,85265,5,Female
2326,35,26723,44,Male
2327,34,27523,9,Female
2328,43,85580,43,Female
2329,25,60146,4,Female
2330,64,78416,42,Male
2331,57,61989,65,Female
2332,66,59859,98,Female
2333,29,33439,41,Male
2334,44,59463,64,Male
2335,25,87232,55,Female
2336,42,61133,90,Female
2337,63,73641,18,Female
2338,21,73087,16,Male
2339,50,39745,87,Male
2340,18,77142,46,Female
2341,36,53725,36,Male
2342,48,54806,90,Male
2343,33,101953,66,Male
2344,31,71946,44,Male
2345,65,47229,5,Male
2346,22,61290,29,Male
2347,58,60732,4,Female
2348,43,93721,99,Female
2349,45,60789,86,Female
2350,19,104159,49,Male
2351,67,34065,72,Female
2352,23,59352,85,Female
2353,26,44742,8,Male
2354,50,50103,52,Female
2355,58,50537,69,Female
2356,42,45773,21,Female
2357,65,94603,27,Female
2358,30,88451,38,Male
2359,26,68052,5,Female
2360,30,50512,85,Male
2361,48,46335,61,Male
2362,58,74836,8,Female
2363,28,66003,86,Male
2364,21,57103,18,Male
2365,51,70823,4,Male
2366,55,77821,4,Male
2367,63,56919,37,Female
2368,21,44253,15,Female
2369,55,33577,38,Male
2370,36,65012,27,Male
2371,23,103344,85,Male
2372,51,37786,48,Male
2373,35,81989,46,Female
2374,30,46488,46,Male
2375,58,50519,48,Female
2376,40,78298,59,Male
2377,36,54894,4,Male
2378,62,64965,75,Male
2379,28,64581,19,Female
2380,18,46521,57,Female
2381,41,77901,19,Female
2382,24,58768,91,Male
2383,42,32229,42,Female
2384,38,42150,92,Male
2385,32,15000,5,Male
2386,18,61039,48,Female
2387,29,86081,25,Male
2388,24,39057,67,Female
2389,32,71710,26,Male
2390,38,68611,74,Male
2391,36,44962,88,Male
2392,46,90730,62,Male
2393,42,54546,93,Male
2394,50,100205,7,Female
2395,66,27286,44,Male
2396,49,54617,87,Male
2397,66,56994,27,Female
2398,52,59187,42,Female
2399,61,74326,73,Male
2400,55,127962,56,Female
2401,43,69101,3,Male
2402,28,60484,13,Female
2403,52,38076,70,Female
2404,25,22197,59,Male
2405,63,83405,38,Female
2406,31,49064,85,Male
2407,27,112083,83,Male
2408,19,77364,89,Male
2409,63,66831,68,Female
2410,26,67882,86,Male
2411,20,68079,69,Female
2412,38,46108,1,Male
2413,43,24969,50,Female
2414,25,48986,81,Female
2415,65,59632,73,Female
2416,19,47043,9,Female
2417,23,34278,53,Male
2418,45,45035,88,Male
2419,46,80714,10,Male
2420,43,74963,84,Male
2421,42,63428,81,Female
2422,29,71741,77,Male
2423,22,37361,29,Female
2424,51,44091,36,Female
2425,65,66220,87,Male
2426,54,39909,27,Male
2427,32,62167,18,Male
2428,61,34749,18,Male
2429,53,27007,9,Male
2430,32,74721,67,Female
2431,60,80540,7,Male
2432,65,47383,58,Male
2433,40,29590,79,Male
2434,23,15832,30,Female
2435,63,96840,73,Male
2436,67,62227,61,Female
2437,61,47840,91,Female
2438,60,52721,100,Female
2439,62,21733,82,Male
2440,38,72397,95,Female
2441,40,100002,17,Female
2442,60,44344,53,Female
2443,33,107669,6,Male
2444,64,57671,39,Female
2445,32,93335,25,Male
2446,42,66144,42,Female
2447,53,66122,42,Female
2448,28,96878,59,Male
2449,68,75654,38,Female
2450,32,67496,31,Female
2451,21,21173,29,Female
2452,38,29855,9,Male
2453,30,69171,1,Male
2454,39,89355,80,Male
2455,36,62569,87,Female
2456,51,48173,72,Female
2457,31,23216,47,Female
2458,21,44328,76,Male
2459,65,62619,10,Male
2460,69,42870,16,Male
2461,63,40711,47,Female
2462,44,58977,43,Male
2463,46,88968,24,Male
2464,64,73694,8,Female
2465,45,65717,75,Male
2466,52,63769,26,Female
2467,25,71023,7,Female
2468,33,57797,79,Male
2469,59,51778,15,Male
2470,53,74763,48,Female
2471,47,55492,3,Male
2472,35,36228,16,Female
2473,19,88866,79,Male
2474,66,22601,89,Male
2475,30,90366,97,Female
2476,21,70129,14,Female
2477,43,40616,88,Male
2478,42,60485,75,Male
2479,47,51422,3,Female
2480,28,76154,73,Male
2481,24,75758,70,Male
2482,48,69227,31,Male
2483,61,74927,80,Female
2484,27,57703,75,Male
2485,56,95233,17,Male
2486,30,84472,49,Male
2487,48,50459,3,Female
2488,24,76217,83,Female
2489,66,74471,88,Male
2490,59,54804,55,Female
2491,59,53234,72,Female
2492,53,84290,100,Male
2493,37,59706,40,Male
2494,21,65203,66,Female
2495,24,88022,87,Male
2496,18,110666,40,Male
2497,61,49467,30,Male
2498,62,55581,25,Male
2499,59,61480,7,Female
2500,64,61934,92,Female
2501,30,67527,50,Male
2502,39,50196,81,Male
2503,38,34676,96,Female
2504,39,95076,1,Male
2505,45,72241,91,Male
2506,26,51629,44,Male
2507,43,68742,100,Female
2508,26,96659,49,Male
2509,32,44239,7,Male
2510,27,64222,3,Male
2511,41,32202,94,Male
2512,59,57633,1,Male
2513,25,72331,51,Female
2514,41,37705,98,Male
2515,33,56255,38,Female
2516,66,75998,43,Female
2517,43,71784,55,Male
2518,44,36847,57,Male
2519,54,67475,53,Male
2520,21,71174,100,Male
2521,67,62159,33,Male
2522,41,81786,80,Male
2523,36,48211,62,Male
2524,53,68249,11,Male
2525,56,36695,72,Male
2526,27,27987,52,Male
2527,42,75621,1,Female
2528,35,60411,14,Male
2529,36,50731,94,Male
2530,53,38696,85,Male
2531,27,76542,21,Female
2532,50,29839,34,Female
2533,67,79857,90,Female
2534,22,69019,14,Male
2535,64,30844,40,Female
2536,66,62519,35,Male
2537,52,113074,42,Male
2538,61,83788,82,Female
2539,51,43439,20,Male
2540,50,74334,60,Female
2541,38,31681,9,Female
2542,34,32573,33,Female
2543,39,58653,49,Male
2544,65,71033,68,Male
2545,54,76226,4,Male
2546,32,76503,48,Male
2547,52,69895,16,Female
2548,45,27720,47,Male
2549,24,58781,26,Female
2550,49,79373,70,Male
2551,28,68865,37,Female
2552,27,63642,22,Female
2553,26,66584,7,Male
2554,31,66250,42,Female
2555,30,20702,30,Male
2556,42,83097,74,Male
2557,19,57789,79,Female
2558,52,74151,6,Male
2559,24,15000,24,Female
2560,38,93219,66,Male
2561,35,36871,40,Female
2562,20,110826,15,Female
2563,59,102384,53,Male
2564,56,33501,85,Male
2565,58,76340,82,Female
2566,66,39655,5,Male
2567,28,47211,89,Female
2568,56,47663,36,Male
2569,41,68958,74,Female
2570,63,66492,46,Male
2571,36,35968,23,Female
2572,21,68799,88,Male
2573,43,55917,45,Male
2574,55,23588,10,Female
2575,59,51319,54,Female
2576,49,93208,70,Female
2577,56,51994,77,Female
2578,62,23289,85,Female
2579,63,76289,32,Female
2580,53,41449,43,Male
2581,57,64288,15,Male
2582,54,56560,66,Female
2583,50,95233,15,Male
2584,53,56574,81,Female
2585,20,37108,20,Male
2586,26,50623,50,Female
2587,25,35424,6,Female
2588,50,55814,79,Male
2589,23,95395,17,Female
2590,58,84969,26,Male
2591,56,100823,22,Male
2592,21,69585,73,Male
2593,30,62862,64,Male
2594,66,40034,76,Male
2595,19,65393,86,Male
2596,22,57392,58,Male
2597,61,75572,87,Male
2598,44,37554,37,Male
2599,49,61053,78,Male
2600,38,28530,88,Female
2601,25,66752,72,Male
2602,55,73515,90,Male
2603,25,27569,96,Female
2604,67,33204,28,Female
2605,20,34080,96,Female
2606,61,56447,86,Female
2607,20,32050,49,Male
2608,39,87569,73,Male
2609,23,68723,67,Male
2610,19,71980,89,Female
2611,40,28219,76,Female
2612,61,85863,93,Male
2613,19,72992,67,Female
2614,55,46353,41,Male
2615,34,29164,46,Female
2616,52,58477,87,Female
2617,51,50671,87,Male
2618,40,51501,55,Male
2619,47,45891,82,Male
2620,69,74428,11,Female
2621,25,15000,100,Female
2622,39,88598,26,Male
2623,61,79962,72,Male
2624,53,64213,92,Male
2625,22,57118,82,Female
2626,30,81661,13,Female
2627,46,59154,36,Male
2628,48,54431,64,Male
2629,64,82774,51,Male
2630,33,101867,76,Female
2631,59,40579,22,Female
2632,47,68495,60,Male
2633,33,38272,2,Female
2634,29,70032,56,Male
2635,34,44436,40,Male
2636,33,84230,28,Male
2637,29,57997,77,Female
2638,25,60929,97,Male
2639,37,92622,3,Male
2640,20,45339,63,Female
2641,33,73696,98,Male
2642,47,47330,23,Male
2643,62,83925,55,Male
2644,40,95735,32,Male
2645,45,54741,84,Female
2646,68,16118,28,Female
2647,57,46237,8,Male
2648,22,108652,3,Female
2649,37,48157,94,Female
2650,57,95420,89,Female
2651,61,47874,53,Female
2652,18,47380,94,Female
2653,47,75583,29,Female
2654,38,73186,94,Female
2655,37,77043,98,Female
2656,23,60098,89,Male
2657,39,80687,81,Male
2658,35,79230,59,Male
2659,25,82980,24,Male
2660,56,47528,38,Male
2661,49,80672,28,Male
2662,50,49573,97,Male
2663,33,56857,62,Male
2664,29,56447,100,Female
2665,55,40037,51,Male
2666,69,25289,7,Male
2667,51,84474,23,Female
2668,31,45955,46,Female
2669,53,54605,90,Male
2670,50,45385,78,Male
2671,40,54866,28,Male
2672,67,49881,24,Female
2673,62,85581,7,Male
2674,19,48189,100,Female
2675,58,94291,79,Male
2676,38,82785,49,Female
2677,19,50511,3,Female
2678,44,66396,2,Female
2679,26,70386,7,Male
2680,18,76832,80,Male
2681,28,78809,21,Female
2682,20,63732,9,Female
2683,69,40911,12,Female
2684,40,72817,93,Male
2685,43,55269,24,Female
2686,21,15000,33,Male
2687,35,67805,78,Male
2688,23,45317,43,Female
2689,52,50832,82,Female
2690,39,60120,5,Male
2691,60,28927,79,Male
2692,32,62780,71,Male
2693,39,53665,89,Female
2694,54,42455,14,Male
2695,69,60924,36,Male
2696,59,26196,35,Female
2697,29,61512,50,Male
2698,64,69411,88,Female
2699,66,66104,79,Female
2700,59,75777,11,Female
2701,55,83307,24,Female
2702,35,58373,75,Female
2703,62,81908,44,Female
2704,52,58298,51,Female
2705,47,46010,17,Female
2706,41,52144,70,Female
2707,59,65339,85,Male
2708,47,81703,8,Female
2709,31,60029,79,Male
2710,23,46526,96,Male
2711,20,88885,74,Female
2712,33,31303,28,Female
2713,24,46655,79,Female
2714,69,77855,12,Male
2715,31,95329,43,Female
2716,26,69613,82,Male
2717,32,64997,37,Male
2718,38,54182,88,Male
2719,52,70961,63,Female
2720,19,62587,93,Female
2721,44,44909,63,Male
2722,19,53820,10,Male
2723,52,42651,78,Male
2724,35,60272,80,Male
2725,31,63236,37,Female
2726,37,92687,11,Female
2727,35,48052,90,Male
2728,27,56384,19,Male
2729,42,85183,52,Male
2730,19,96101,18,Female
2731,42,69494,94,Female
2732,50,54928,32,Male
2733,53,50539,23,Female
2734,48,23138,12,Female
2735,31,41444,58,Male
2736,18,62031,77,Female
2737,63,56380,21,Female
2738,33,72468,21,Female
2739,63,56095,93,Female
2740,69,45478,93,Female
2741,20,66826,91,Female
2742,52,110105,29,Male
2743,58,53653,79,Male
2744,23,62777,47,Male
2745,42,76938,12,Female
2746,30,48567,58,Female
2747,51,85455,41,Female
2748,25,28419,19,Male
2749,38,51845,12,Male
2750,51,53775,23,Female
2751,21,63023,5,Female
2752,42,20570,26,Female
2753,32,87054,63,Female
2754,21,68284,52,Female
2755,62,82456,10,Male
2756,29,92260,86,Male
2757,49,45188,39,Female
2758,49,15000,23,Male
2759,45,82927,11,Female
2760,30,54272,92,Male
2761,48,37336,95,Female
2762,31,71525,72,Female
2763,37,109271,48,Female
2764,35,57821,92,Female
2765,46,79022,16,Male
2766,23,40249,46,Female
2767,49,26264,47,Female
2768,46,78278,95,Female
2769,60,70921,48,Female
2770,19,50685,80,Male
2771,40,94124,69,Male
2772,36,24710,99,Male
2773,48,35399,25,Female
2774,68,49142,77,Male
2775,22,52872,93,Female
2776,36,89307,91,Male
2777,51,60983,81,Male
2778,27,56140,37,Female
2779,42,34599,63,Male
2780,19,81732,29,Female
2781,28,37267,58,Male
2782,67,34507,98,Female
2783,48,51994,94,Female
2784,32,63263,31,Female
2785,26,45597,86,Female
2786,40,74140,89,Male
2787,36,54340,68,Female
2788,26,81055,99,Male
2789,52,70102,41,Female
2790,38,95829,50,Female
2791,26,51155,44,Female
2792,45,76879,9,Female
2793,63,24263,59,Male
2794,68,117833,90,Male
2795,24,75878,91,Female
2796,33,54073,27,Male
2797,33,54817,82,Male
2798,50,55059,94,Female
2799,21,96800,59,Male
2800,21,77970,95,Female
2801,56,51133,3,Female
2802,57,35223,93,Male
2803,34,83922,7,Male
2804,54,76770,82,Female
2805,56,74127,16,Female
2806,69,58325,49,Female
2807,46,54007,32,Male
2808,69,93704,89,Female
2809,53,95565,44,Female
2810,55,72802,96,Female
2811,56,79396,19,Female
2812,67,64721,3,Female
2813,54,32600,60,Male
2814,69,40405,35,Male
2815,52,82923,29,Male
2816,24,85474,75,Male
2817,44,81082,70,Male
2818,45,66921,83,Female
2819,39,81825,45,Male
2820,31,58837,27,Female
2821,24,72427,69,Male
2822,54,55906,90,Male
2823,39,38864,35,Female
2824,22,77291,19,Male
2825,19,85502,17,Male
2826,44,109479,35,Female
2827,38,65280,77,Male
2828,55,39043,78,Male
2829,32,53431,30,Male
2830,38,57282,48,Female
2831,27,62969,57,Male
2832,40,69417,17,Male
2833,56,67259,15,Female
2834,22,75541,82,Male
2835,18,63948,14,Female
2836,30,15494,14,Female
2837,38,64542,45,Female
2838,43,61734,97,Female
2839,67,71005,38,Male
2840,62,52770,63,Male
2841,38,64470,75,Female
2842,35,71124,11,Male
2843,54,56799,48,Male
2844,62,73517,26,Male
2845,49,61402,67,Female
2846,53,63133,25,Male
2847,34,15000,81,Female
2848,52,37122,61,Female
2849,66,37176,86,Male
2850,28,64326,93,Male
2851,38,85433,26,Female
2852,69,57631,34,Female
2853,43,76965,90,Female
2854,21,72965,9,Male
2855,51,62797,40,Female
2856,69,71479,75,Male
2857,65,64918,7,Male
2858,35,57154,30,Male
2859,57,67821,66,Male
2860,52,88932,30,Female
2861,58,69454,68,Female
2862,46,64359,58,Female
2863,69,42450,55,Female
2864,46,88317,14,Female
2865,55,31859,77,Female
2866,59,25878,89,Female
2867,38,67429,77,Male
2868,59,42384,77,Female
2869,30,81781,37,Male
2870,66,26325,44,Male
2871,58,79236,6,Female
2872,34,76419,26,Female
2873,26,62360,14,Female
2874,58,18008,8,Female
2875,18,25533,24,Male
2876,19,64798,86,Male
2877,65,55344,39,Male
2878,46,74546,49,Male
2879,50,58635,85,Female
2880,27,56896,63,Male
2881,67,15000,26,Male
2882,57,76448,10,Female
2883,38,47017,77,Female
2884,45,52035,58,Female
2885,28,38604,14,Male
2886,51,29191,73,Female
2887,25,89442,71,Female
2888,39,75909,39,Male
2889,25,76239,31,Female
2890,66,55669,50,Male
2891,32,25241,16,Female
2892,34,102040,72,Female
2893,40,68445,51,Female
2894,41,62735,15,Female
2895,62,52817,89,Male
2896,36,19108,38,Male
2897,22,82831,79,Male
2898,49,38845,89,Female
2899,61,70931,71,Male
2900,18,75416,90,Male
2901,40,66683,72,Female
2902,54,69399,82,Male
2903,25,86922,21,Male
2904,30,44151,16,Male
2905,25,63290,67,Female
2906,40,55497,65,Male
2907,60,23208,13,Female
2908,18,65726,64,Female
2909,62,85025,61,Male
2910,68,87526,32,Male
2911,41,97149,12,Male
2912,52,24525,95,Female
2913,41,92572,41,Male
2914,34,63696,66,Female
2915,22,92011,8,Male
2916,37,52104,59,Female
2917,38,49383,25,Male
2918,57,35694,5,Female
2919,48,75519,45,Female
2920,63,70289,2,Female
2921,53,37659,42,Male
2922,28,16717,38,Female
2923,69,68304,3,Female
2924,32,70583,46,Female
2925,36,40260,22,Male
2926,24,36243,33,Female
2927,68,73117,32,Female
2928,45,97127,17,Male
2929,68,50100,82,Female
2930,60,42407,56,Male
2931,22,65977,3,Male
2932,22,72705,70,Male
2933,47,52714,49,Male
2934,49,100501,55,Female
2935,25,78033,77,Male
2936,27,52374,31,Female
2937,55,28150,81,Male
2938,64,86388,21,Female
2939,49,83838,16,Female
2940,65,53944,17,Female
2941,45,67011,96,Female
2942,34,56990,1,Female
2943,48,70411,72,Male
2944,25,39501,65,Female
2945,57,36649,66,Female
2946,42,76217,37,Female
2947,26,78752,24,Male
2948,19,50184,91,Male
2949,32,45017,84,Male
2950,67,82951,62,Male
2951,20,45694,21,Male
2952,66,61108,37,Male
2953,53,58571,35,Female
2954,21,30661,38,Male
2955,31,63842,53,Female
2956,58,61888,15,Female
2957,58,67203,42,Female
2958,42,63164,94,Female
2959,67,102713,4,Female
2960,27,83233,39,Female
2961,38,60776,79,Male
2962,53,62604,23,Female
2963,29,95272,15,Male
2964,44,77261,90,Female
2965,57,35419,12,Female
2966,19,78978,82,Female
2967,30,84856,70,Female
2968,49,92354,82,Male
2969,48,51970,54,Male
2970,33,50510,88,Male
2971,49,41163,38,Male
2972,49,66162,28,Female
2973,51,74657,79,Female
2974,28,49733,19,Male
2975,27,57163,69,Female
2976,32,18925,64,Female
2977,34,90188,4,Male
2978,57,28700,81,Male
2979,35,67495,10,Female
2980,26,64765,12,Male
2981,42,60916,69,Female
2982,57,61375,7,Female
2983,31,39764,44,Female
2984,42,53438,23,Female
2985,67,79379,2,Female
2986,39,85303,94,Female
2987,69,51581,37,Female
2988,47,28791,69,Male
2989,37,44426,20,Male
2990,38,97053,90,Male
2991,61,45617,44,Male
2992,49,58055,70,Male
2993,68,88318,93,Female
2994,63,49462,74,Female
2995,66,56689,51,Male
2996,38,75889,80,Female
2997,52,94236,98,Male
2998,49,47088,31,Female
2999,47,87841,100,Female
3000,56,54369,41,Female
3001,66,42281,58,Male
3002,29,64991,5,Female
3003,58,36848,33,Male
3004,64,69440,43,Female
3005,35,122992,19,Male
3006,38,82112,32,Male
3007,30,57902,87,Male
3008,38,81044,3,Female
3009,25,41369,1,Female
3010,63,44726,100,Female
3011,57,58456,41,Female
3012,63,61755,92,Male
3013,24,34133,48,Female
3014,40,53870,39,Male
3015,61,57108,5,Male
3016,49,90839,77,Female
3017,28,34133,11,Male
3018,39,32279,22,Female
3019,39,63514,87,Female
3020,60,83017,64,Female
3021,42,71031,12,Male
3022,39,66053,53,Female
3023,45,54227,55,Male
3024,46,73522,53,Female
3025,30,76537,21,Female
3026,35,54853,19,Female
3027,19,41027,69,Male
3028,46,41157,88,Male
3029,38,77574,94,Male
3030,32,29114,72,Female
3031,69,93541,66,Female
3032,44,50877,59,Male
3033,67,66190,49,Female
3034,48,74034,98,Female
3035,32,46326,59,Female
3036,68,50802,23,Female
3037,40,62639,3,Male
3038,41,42925,56,Male
3039,61,38647,58,Male
3040,30,40444,88,Male
3041,39,84182,62,Female
3042,60,67958,18,Male
3043,54,44136,61,Male
3044,50,77455,37,Female
3045,20,45244,54,Male
3046,36,20991,95,Female
3047,40,73936,78,Female
3048,46,92924,65,Male
3049,47,71160,14,Male
3050,56,22253,5,Male
3051,61,59528,95,Female
3052,64,54508,95,Female
3053,42,67564,94,Male
3054,54,43054,100,Female
3055,64,53330,62,Male
3056,25,31598,1,Female
3057,59,64435,63,Male
3058,33,32342,67,Female
3059,25,68748,20,Female
3060,18,44989,43,Male
3061,61,15000,85,Female
3062,22,75875,94,Male
3063,20,69880,42,Female
3064,18,87058,94,Male
3065,21,18197,69,Male
3066,57,46909,74,Male
3067,52,62631,88,Female
3068,49,71434,39,Male
3069,59,30742,62,Female
3070,51,68629,48,Male
3071,60,48564,6,Female
3072,42,22898,74,Male
3073,27,44986,42,Female
3074,38,70287,58,Female
3075,63,23734,43,Female
3076,56,72741,10,Male
3077,44,65667,89,Male
3078,44,54922,78,Female
3079,19,27296,39,Female
3080,58,28901,13,Female
3081,65,52030,75,Male
3082,30,37501,39,Male
3083,26,53324,11,Female
3084,69,78123,16,Male
3085,53,54539,33,Male
3086,39,53991,60,Male
3087,59,54006,96,Male
3088,43,80268,59,Male
3089,29,85867,74,Female
3090,34,68438,51,Female
3091,31,62731,15,Male
3092,31,64591,80,Female
3093,51,88559,43,Male
3094,37,69525,27,Female
3095,28,90448,56,Male
3096,33,51618,60,Male
3097,68,33288,96,Male
3098,48,46618,70,Female
3099,23,48744,47,Female
3100,36,92090,100,Female
3101,54,74728,8,Male
3102,21,47250,63,Male
3103,64,76168,89,Female
3104,21,57408,7,Female
3105,37,92691,81,Male
3106,27,53325,94,Male
3107,41,29222,2,Male
3108,52,56264,17,Female
3109,43,53336,4,Male
3110,54,33135,26,Male
3111,55,71718,78,Male
3112,38,88494,72,Male
3113,57,37550,69,Female
3114,56,79454,5,Male
3115,38,47867,5,Female
3116,27,59505,91,Male
3117,55,57404,69,Female
3118,63,59505,3,Female
3119,21,69461,38,Female
3120,62,39516,94,Female
3121,37,85866,1,Male
3122,34,70070,8,Female
3123,24,76711,13,Female
3124,21,44398,84,Male
3125,46,37704,70,Female
3126,31,83654,50,Female
3127,20,36845,8,Male
3128,41,62986,30,Female
3129,54,80379,40,Male
3130,33,57463,79,Female
3131,69,83401,74,Female
3132,21,54568,33,Female
3133,41,34451,73,Male
3134,51,67483,52,Female
3135,47,63965,33,Male
3136,35,113759,73,Female
3137,36,41097,78,Female
3138,48,54963,96,Female
3139,36,45382,37,Female
3140,66,57150,70,Male
3141,63,56343,69,Male
3142,36,42554,4,Male
3143,39,69364,60,Female
3144,41,55717,80,Male
3145,62,86909,74,Male
3146,29,47028,31,Female
3147,47,97227,95,Male
3148,55,65517,14,Female
3149,48,85426,77,Female
3150,53,62309,60,Male
3151,36,44386,68,Male
3152,65,54729,26,Female
3153,62,32264,24,Female
3154,53,57769,56,Female
3155,47,63441,9,Female
3156,66,60914,35,Male
3157,50,86603,79,Female
3158,35,57017,24,Male
3159,69,22120,31,Female
3160,66,130881,83,Male
3161,45,46187,66,Female
3162,64,79374,66,Female
3163,28,29915,41,Male
3164,62,64904,36,Female
3165,50,44109,34,Male
3166,34,15000,39,Female
3167,23,54343,83,Female
3168,21,58998,23,Female
3169,37,55622,80,Male
3170,65,64862,44,Female
3171,64,54609,70,Male
3172,44,61382,58,Female
3173,32,63402,59,Male
3174,23,59296,26,Male
3175,64,56584,22,Female
3176,31,42126,88,Female
3177,28,71888,40,Female
3178,56,54340,85,Female
3179,26,52723,94,Male
3180,43,70245,11,Male
3181,33,64239,9,Female
3182,22,46035,12,Male
3183,69,85013,26,Female
3184,27,36215,38,Female
3185,67,39370,3,Female
3186,20,73367,97,Female
3187,30,95022,15,Female
3188,60,48451,47,Male
3189,66,68256,5,Female
